Product code,Bureau of Meteorology station number,Year,Month,Day,Rainfall amount (millimetres),Period over which rainfall was measured (days),Quality
IDCJAC0009,81011,1959,01,17,0.0,,Y
IDCJAC0009,81011,1959,01,18,0.0,,Y
IDCJAC0009,81011,1959,01,19,0.0,,Y
IDCJAC0009,81011,1959,01,20,0.0,,Y
IDCJAC0009,81011,1959,01,21,0.0,,Y
IDCJAC0009,81011,1959,01,22,0.0,,Y
IDCJAC0009,81011,1959,01,23,0.0,,Y
IDCJAC0009,81011,1959,01,24,0.0,,Y
IDCJAC0009,81011,1959,01,25,0.0,,Y
IDCJAC0009,81011,1959,01,26,27.9,1,Y
IDCJAC0009,81011,1959,01,27,0.0,,Y
IDCJAC0009,81011,1959,01,28,0.0,,Y
IDCJAC0009,81011,1959,01,29,0.0,,Y
IDCJAC0009,81011,1959,01,30,0.0,,Y
IDCJAC0009,81011,1959,01,31,0.0,,Y
IDCJAC0009,81011,1959,02,01,0.0,,Y
IDCJAC0009,81011,1959,02,02,0.0,,Y
IDCJAC0009,81011,1959,02,03,0.0,,Y
IDCJAC0009,81011,1959,02,04,0.0,,Y
IDCJAC0009,81011,1959,02,05,0.0,,Y
IDCJAC0009,81011,1959,02,06,0.0,,Y
IDCJAC0009,81011,1959,02,07,0.0,,Y
IDCJAC0009,81011,1959,02,08,0.0,,Y
IDCJAC0009,81011,1959,02,09,0.0,,Y
IDCJAC0009,81011,1959,02,10,0.0,,Y
IDCJAC0009,81011,1959,02,11,0.0,,Y
IDCJAC0009,81011,1959,02,12,0.0,,Y
IDCJAC0009,81011,1959,02,13,0.0,,Y
IDCJAC0009,81011,1959,02,14,31.0,1,Y
IDCJAC0009,81011,1959,02,15,5.6,1,Y
IDCJAC0009,81011,1959,02,16,0.0,,Y
IDCJAC0009,81011,1959,02,17,0.0,,Y
IDCJAC0009,81011,1959,02,18,0.0,,Y
IDCJAC0009,81011,1959,02,19,0.0,,Y
IDCJAC0009,81011,1959,02,20,0.0,,Y
IDCJAC0009,81011,1959,02,21,0.0,,Y
IDCJAC0009,81011,1959,02,22,0.0,,Y
IDCJAC0009,81011,1959,02,23,0.0,,Y
IDCJAC0009,81011,1959,02,24,0.0,,Y
IDCJAC0009,81011,1959,02,25,0.0,,Y
IDCJAC0009,81011,1959,02,26,0.0,,Y
IDCJAC0009,81011,1959,02,27,0.0,,Y
IDCJAC0009,81011,1959,02,28,0.0,,Y
IDCJAC0009,81011,1959,03,01,0.0,,Y
IDCJAC0009,81011,1959,03,02,0.0,,Y
IDCJAC0009,81011,1959,03,03,0.0,,Y
IDCJAC0009,81011,1959,03,04,22.9,1,Y
IDCJAC0009,81011,1959,03,05,9.7,1,Y
IDCJAC0009,81011,1959,03,06,0.0,,Y
IDCJAC0009,81011,1959,03,07,0.0,,Y
IDCJAC0009,81011,1959,03,08,0.0,,Y
IDCJAC0009,81011,1959,03,09,0.0,,Y
IDCJAC0009,81011,1959,03,10,0.0,,Y
IDCJAC0009,81011,1959,03,11,18.0,1,Y
IDCJAC0009,81011,1959,03,12,0.0,,Y
IDCJAC0009,81011,1959,03,13,0.0,,Y
IDCJAC0009,81011,1959,03,14,0.0,,Y
IDCJAC0009,81011,1959,03,15,0.0,,Y
IDCJAC0009,81011,1959,03,16,0.0,,Y
IDCJAC0009,81011,1959,03,17,0.0,,Y
IDCJAC0009,81011,1959,03,18,0.0,,Y
IDCJAC0009,81011,1959,03,19,0.0,,Y
IDCJAC0009,81011,1959,03,20,0.0,,Y
IDCJAC0009,81011,1959,03,21,0.0,,Y
IDCJAC0009,81011,1959,03,22,0.0,,Y
IDCJAC0009,81011,1959,03,23,0.0,,Y
IDCJAC0009,81011,1959,03,24,0.0,,Y
IDCJAC0009,81011,1959,03,25,0.0,,Y
IDCJAC0009,81011,1959,03,26,0.0,,Y
IDCJAC0009,81011,1959,03,27,0.0,,Y
IDCJAC0009,81011,1959,03,28,0.0,,Y
IDCJAC0009,81011,1959,03,29,0.0,,Y
IDCJAC0009,81011,1959,03,30,0.0,,Y
IDCJAC0009,81011,1959,03,31,9.7,1,Y
IDCJAC0009,81011,1959,04,01,7.9,1,Y
IDCJAC0009,81011,1959,04,02,17.0,1,Y
IDCJAC0009,81011,1959,04,03,0.0,,Y
IDCJAC0009,81011,1959,04,04,0.0,,Y
IDCJAC0009,81011,1959,04,05,0.0,,Y
IDCJAC0009,81011,1959,04,06,0.0,,Y
IDCJAC0009,81011,1959,04,07,0.0,,Y
IDCJAC0009,81011,1959,04,08,0.0,,Y
IDCJAC0009,81011,1959,04,09,0.0,,Y
IDCJAC0009,81011,1959,04,10,0.0,,Y
IDCJAC0009,81011,1959,04,11,0.0,,Y
IDCJAC0009,81011,1959,04,12,0.0,,Y
IDCJAC0009,81011,1959,04,13,0.0,,Y
IDCJAC0009,81011,1959,04,14,3.6,1,Y
IDCJAC0009,81011,1959,04,15,0.0,,Y
IDCJAC0009,81011,1959,04,16,0.0,,Y
IDCJAC0009,81011,1959,04,17,0.0,,Y
IDCJAC0009,81011,1959,04,18,0.0,,Y
IDCJAC0009,81011,1959,04,19,0.0,,Y
IDCJAC0009,81011,1959,04,20,0.0,,Y
IDCJAC0009,81011,1959,04,21,0.0,,Y
IDCJAC0009,81011,1959,04,22,0.0,,Y
IDCJAC0009,81011,1959,04,23,0.0,,Y
IDCJAC0009,81011,1959,04,24,0.0,,Y
IDCJAC0009,81011,1959,04,25,0.0,,Y
IDCJAC0009,81011,1959,04,26,2.5,1,Y
IDCJAC0009,81011,1959,04,27,0.0,,Y
IDCJAC0009,81011,1959,04,28,0.0,,Y
IDCJAC0009,81011,1959,04,29,0.0,,Y
IDCJAC0009,81011,1959,04,30,0.0,,Y
IDCJAC0009,81011,1959,05,01,0.0,,Y
IDCJAC0009,81011,1959,05,02,0.0,,Y
IDCJAC0009,81011,1959,05,03,0.0,,Y
IDCJAC0009,81011,1959,05,04,0.0,,Y
IDCJAC0009,81011,1959,05,05,0.0,,Y
IDCJAC0009,81011,1959,05,06,0.0,,Y
IDCJAC0009,81011,1959,05,07,0.0,,Y
IDCJAC0009,81011,1959,05,08,0.0,,Y
IDCJAC0009,81011,1959,05,09,0.0,,Y
IDCJAC0009,81011,1959,05,10,0.0,,Y
IDCJAC0009,81011,1959,05,11,0.0,,Y
IDCJAC0009,81011,1959,05,12,0.0,,Y
IDCJAC0009,81011,1959,05,13,0.0,,Y
IDCJAC0009,81011,1959,05,14,0.0,,Y
IDCJAC0009,81011,1959,05,15,0.0,,Y
IDCJAC0009,81011,1959,05,16,0.0,,Y
IDCJAC0009,81011,1959,05,17,0.0,,Y
IDCJAC0009,81011,1959,05,18,0.0,,Y
IDCJAC0009,81011,1959,05,19,15.2,1,Y
IDCJAC0009,81011,1959,05,20,7.6,1,Y
IDCJAC0009,81011,1959,05,21,0.0,,Y
IDCJAC0009,81011,1959,05,22,0.0,,Y
IDCJAC0009,81011,1959,05,23,0.0,,Y
IDCJAC0009,81011,1959,05,24,0.0,,Y
IDCJAC0009,81011,1959,05,25,0.0,,Y
IDCJAC0009,81011,1959,05,26,0.0,,Y
IDCJAC0009,81011,1959,05,27,0.0,,Y
IDCJAC0009,81011,1959,05,28,0.0,,Y
IDCJAC0009,81011,1959,05,29,0.0,,Y
IDCJAC0009,81011,1959,05,30,0.0,,Y
IDCJAC0009,81011,1959,05,31,0.0,,Y
IDCJAC0009,81011,1959,06,01,0.0,,Y
IDCJAC0009,81011,1959,06,02,0.0,,Y
IDCJAC0009,81011,1959,06,03,0.0,,Y
IDCJAC0009,81011,1959,06,04,0.0,,Y
IDCJAC0009,81011,1959,06,05,21.6,1,Y
IDCJAC0009,81011,1959,06,06,0.0,,Y
IDCJAC0009,81011,1959,06,07,0.0,,Y
IDCJAC0009,81011,1959,06,08,0.0,,Y
IDCJAC0009,81011,1959,06,09,1.3,1,Y
IDCJAC0009,81011,1959,06,10,0.0,,Y
IDCJAC0009,81011,1959,06,11,0.0,,Y
IDCJAC0009,81011,1959,06,12,0.0,,Y
IDCJAC0009,81011,1959,06,13,2.3,1,Y
IDCJAC0009,81011,1959,06,14,0.0,,Y
IDCJAC0009,81011,1959,06,15,0.0,,Y
IDCJAC0009,81011,1959,06,16,0.0,,Y
IDCJAC0009,81011,1959,06,17,0.0,,Y
IDCJAC0009,81011,1959,06,18,0.0,,Y
IDCJAC0009,81011,1959,06,19,0.0,,Y
IDCJAC0009,81011,1959,06,20,0.0,,Y
IDCJAC0009,81011,1959,06,21,0.0,,Y
IDCJAC0009,81011,1959,06,22,0.0,,Y
IDCJAC0009,81011,1959,06,23,6.4,1,Y
IDCJAC0009,81011,1959,06,24,1.5,1,Y
IDCJAC0009,81011,1959,06,25,2.5,1,Y
IDCJAC0009,81011,1959,06,26,1.0,1,Y
IDCJAC0009,81011,1959,06,27,0.0,,Y
IDCJAC0009,81011,1959,06,28,0.0,,Y
IDCJAC0009,81011,1959,06,29,0.0,,Y
IDCJAC0009,81011,1959,06,30,1.8,1,Y
IDCJAC0009,81011,1959,07,01,0.0,,Y
IDCJAC0009,81011,1959,07,02,0.0,,Y
IDCJAC0009,81011,1959,07,03,0.0,,Y
IDCJAC0009,81011,1959,07,04,0.0,,Y
IDCJAC0009,81011,1959,07,05,0.0,,Y
IDCJAC0009,81011,1959,07,06,0.0,,Y
IDCJAC0009,81011,1959,07,07,0.0,,Y
IDCJAC0009,81011,1959,07,08,0.0,,Y
IDCJAC0009,81011,1959,07,09,0.0,,Y
IDCJAC0009,81011,1959,07,10,0.0,,Y
IDCJAC0009,81011,1959,07,11,0.0,,Y
IDCJAC0009,81011,1959,07,12,0.0,,Y
IDCJAC0009,81011,1959,07,13,0.5,1,Y
IDCJAC0009,81011,1959,07,14,2.8,1,Y
IDCJAC0009,81011,1959,07,15,0.0,,Y
IDCJAC0009,81011,1959,07,16,0.0,,Y
IDCJAC0009,81011,1959,07,17,0.0,,Y
IDCJAC0009,81011,1959,07,18,0.0,,Y
IDCJAC0009,81011,1959,07,19,0.0,,Y
IDCJAC0009,81011,1959,07,20,0.0,,Y
IDCJAC0009,81011,1959,07,21,0.0,,Y
IDCJAC0009,81011,1959,07,22,0.0,,Y
IDCJAC0009,81011,1959,07,23,0.0,,Y
IDCJAC0009,81011,1959,07,24,0.0,,Y
IDCJAC0009,81011,1959,07,25,0.0,,Y
IDCJAC0009,81011,1959,07,26,0.0,,Y
IDCJAC0009,81011,1959,07,27,8.4,1,Y
IDCJAC0009,81011,1959,07,28,10.9,1,Y
IDCJAC0009,81011,1959,07,29,3.0,1,Y
IDCJAC0009,81011,1959,07,30,0.0,,Y
IDCJAC0009,81011,1959,07,31,0.0,,Y
IDCJAC0009,81011,1959,08,01,0.0,,Y
IDCJAC0009,81011,1959,08,02,0.0,,Y
IDCJAC0009,81011,1959,08,03,0.0,,Y
IDCJAC0009,81011,1959,08,04,4.3,1,Y
IDCJAC0009,81011,1959,08,05,4.3,1,Y
IDCJAC0009,81011,1959,08,06,2.0,1,Y
IDCJAC0009,81011,1959,08,07,0.0,,Y
IDCJAC0009,81011,1959,08,08,5.8,1,Y
IDCJAC0009,81011,1959,08,09,0.0,,Y
IDCJAC0009,81011,1959,08,10,4.3,1,Y
IDCJAC0009,81011,1959,08,11,0.0,,Y
IDCJAC0009,81011,1959,08,12,0.0,,Y
IDCJAC0009,81011,1959,08,13,3.3,1,Y
IDCJAC0009,81011,1959,08,14,0.0,,Y
IDCJAC0009,81011,1959,08,15,0.0,,Y
IDCJAC0009,81011,1959,08,16,0.0,,Y
IDCJAC0009,81011,1959,08,17,0.0,,Y
IDCJAC0009,81011,1959,08,18,0.0,,Y
IDCJAC0009,81011,1959,08,19,0.0,,Y
IDCJAC0009,81011,1959,08,20,0.0,,Y
IDCJAC0009,81011,1959,08,21,0.0,,Y
IDCJAC0009,81011,1959,08,22,0.0,,Y
IDCJAC0009,81011,1959,08,23,0.0,,Y
IDCJAC0009,81011,1959,08,24,0.0,,Y
IDCJAC0009,81011,1959,08,25,0.0,,Y
IDCJAC0009,81011,1959,08,26,0.0,,Y
IDCJAC0009,81011,1959,08,27,0.0,,Y
IDCJAC0009,81011,1959,08,28,0.0,,Y
IDCJAC0009,81011,1959,08,29,0.0,,Y
IDCJAC0009,81011,1959,08,30,0.0,,Y
IDCJAC0009,81011,1959,08,31,0.0,,Y
IDCJAC0009,81011,1959,09,01,0.0,,Y
IDCJAC0009,81011,1959,09,02,0.0,,Y
IDCJAC0009,81011,1959,09,03,0.0,,Y
IDCJAC0009,81011,1959,09,04,0.0,,Y
IDCJAC0009,81011,1959,09,05,0.0,,Y
IDCJAC0009,81011,1959,09,06,2.3,1,Y
IDCJAC0009,81011,1959,09,07,0.0,,Y
IDCJAC0009,81011,1959,09,08,0.0,,Y
IDCJAC0009,81011,1959,09,09,0.0,,Y
IDCJAC0009,81011,1959,09,10,0.0,,Y
IDCJAC0009,81011,1959,09,11,0.0,,Y
IDCJAC0009,81011,1959,09,12,0.0,,Y
IDCJAC0009,81011,1959,09,13,0.0,,Y
IDCJAC0009,81011,1959,09,14,0.0,,Y
IDCJAC0009,81011,1959,09,15,11.7,1,Y
IDCJAC0009,81011,1959,09,16,0.0,,Y
IDCJAC0009,81011,1959,09,17,0.0,,Y
IDCJAC0009,81011,1959,09,18,0.0,,Y
IDCJAC0009,81011,1959,09,19,18.5,1,Y
IDCJAC0009,81011,1959,09,20,3.8,1,Y
IDCJAC0009,81011,1959,09,21,0.0,,Y
IDCJAC0009,81011,1959,09,22,0.0,,Y
IDCJAC0009,81011,1959,09,23,0.0,,Y
IDCJAC0009,81011,1959,09,24,0.0,,Y
IDCJAC0009,81011,1959,09,25,0.0,,Y
IDCJAC0009,81011,1959,09,26,0.0,,Y
IDCJAC0009,81011,1959,09,27,0.0,,Y
IDCJAC0009,81011,1959,09,28,0.0,,Y
IDCJAC0009,81011,1959,09,29,0.0,,Y
IDCJAC0009,81011,1959,09,30,0.0,,Y
IDCJAC0009,81011,1959,10,01,0.0,,Y
IDCJAC0009,81011,1959,10,02,0.0,,Y
IDCJAC0009,81011,1959,10,03,0.0,,Y
IDCJAC0009,81011,1959,10,04,9.7,1,Y
IDCJAC0009,81011,1959,10,05,0.0,,Y
IDCJAC0009,81011,1959,10,06,0.0,,Y
IDCJAC0009,81011,1959,10,07,0.0,,Y
IDCJAC0009,81011,1959,10,08,0.0,,Y
IDCJAC0009,81011,1959,10,09,17.0,1,Y
IDCJAC0009,81011,1959,10,10,0.0,,Y
IDCJAC0009,81011,1959,10,11,0.0,,Y
IDCJAC0009,81011,1959,10,12,9.1,1,Y
IDCJAC0009,81011,1959,10,13,0.0,,Y
IDCJAC0009,81011,1959,10,14,0.0,,Y
IDCJAC0009,81011,1959,10,15,0.0,,Y
IDCJAC0009,81011,1959,10,16,0.0,,Y
IDCJAC0009,81011,1959,10,17,0.0,,Y
IDCJAC0009,81011,1959,10,18,0.0,,Y
IDCJAC0009,81011,1959,10,19,0.0,,Y
IDCJAC0009,81011,1959,10,20,18.3,1,Y
IDCJAC0009,81011,1959,10,21,0.0,,Y
IDCJAC0009,81011,1959,10,22,0.0,,Y
IDCJAC0009,81011,1959,10,23,0.0,,Y
IDCJAC0009,81011,1959,10,24,0.0,,Y
IDCJAC0009,81011,1959,10,25,0.0,,Y
IDCJAC0009,81011,1959,10,26,0.0,,Y
IDCJAC0009,81011,1959,10,27,0.0,,Y
IDCJAC0009,81011,1959,10,28,0.0,,Y
IDCJAC0009,81011,1959,10,29,10.2,1,Y
IDCJAC0009,81011,1959,10,30,10.9,1,Y
IDCJAC0009,81011,1959,10,31,7.6,1,Y
IDCJAC0009,81011,1959,11,01,2.5,1,Y
IDCJAC0009,81011,1959,11,02,0.0,,Y
IDCJAC0009,81011,1959,11,03,0.0,,Y
IDCJAC0009,81011,1959,11,04,0.0,,Y
IDCJAC0009,81011,1959,11,05,0.0,,Y
IDCJAC0009,81011,1959,11,06,0.0,,Y
IDCJAC0009,81011,1959,11,07,0.0,,Y
IDCJAC0009,81011,1959,11,08,0.0,,Y
IDCJAC0009,81011,1959,11,09,0.0,,Y
IDCJAC0009,81011,1959,11,10,0.0,,Y
IDCJAC0009,81011,1959,11,11,0.0,,Y
IDCJAC0009,81011,1959,11,12,0.0,,Y
IDCJAC0009,81011,1959,11,13,0.0,,Y
IDCJAC0009,81011,1959,11,14,0.0,,Y
IDCJAC0009,81011,1959,11,15,0.0,,Y
IDCJAC0009,81011,1959,11,16,0.0,,Y
IDCJAC0009,81011,1959,11,17,0.0,,Y
IDCJAC0009,81011,1959,11,18,0.0,,Y
IDCJAC0009,81011,1959,11,19,0.0,,Y
IDCJAC0009,81011,1959,11,20,0.0,,Y
IDCJAC0009,81011,1959,11,21,0.0,,Y
IDCJAC0009,81011,1959,11,22,0.0,,Y
IDCJAC0009,81011,1959,11,23,0.0,,Y
IDCJAC0009,81011,1959,11,24,0.0,,Y
IDCJAC0009,81011,1959,11,25,0.0,,Y
IDCJAC0009,81011,1959,11,26,0.0,,Y
IDCJAC0009,81011,1959,11,27,0.0,,Y
IDCJAC0009,81011,1959,11,28,0.0,,Y
IDCJAC0009,81011,1959,11,29,0.0,,Y
IDCJAC0009,81011,1959,11,30,0.0,,Y
IDCJAC0009,81011,1959,12,01,0.0,,Y
IDCJAC0009,81011,1959,12,02,0.0,,Y
IDCJAC0009,81011,1959,12,03,0.0,,Y
IDCJAC0009,81011,1959,12,04,0.0,,Y
IDCJAC0009,81011,1959,12,05,0.0,,Y
IDCJAC0009,81011,1959,12,06,0.0,,Y
IDCJAC0009,81011,1959,12,07,0.0,,Y
IDCJAC0009,81011,1959,12,08,0.0,,Y
IDCJAC0009,81011,1959,12,09,0.0,,Y
IDCJAC0009,81011,1959,12,10,0.0,,Y
IDCJAC0009,81011,1959,12,11,0.0,,Y
IDCJAC0009,81011,1959,12,12,0.0,,Y
IDCJAC0009,81011,1959,12,13,0.0,,Y
IDCJAC0009,81011,1959,12,14,0.0,,Y
IDCJAC0009,81011,1959,12,15,0.0,,Y
IDCJAC0009,81011,1959,12,16,0.0,,Y
IDCJAC0009,81011,1959,12,17,0.0,,Y
IDCJAC0009,81011,1959,12,18,0.0,,Y
IDCJAC0009,81011,1959,12,19,0.0,,Y
IDCJAC0009,81011,1959,12,20,0.0,,Y
IDCJAC0009,81011,1959,12,21,5.6,1,Y
IDCJAC0009,81011,1959,12,22,6.1,1,Y
IDCJAC0009,81011,1959,12,23,2.0,1,Y
IDCJAC0009,81011,1959,12,24,0.0,,Y
IDCJAC0009,81011,1959,12,25,0.0,,Y
IDCJAC0009,81011,1959,12,26,0.0,,Y
IDCJAC0009,81011,1959,12,27,0.0,,Y
IDCJAC0009,81011,1959,12,28,0.0,,Y
IDCJAC0009,81011,1959,12,29,0.0,,Y
IDCJAC0009,81011,1959,12,30,0.0,,Y
IDCJAC0009,81011,1959,12,31,0.0,,Y
IDCJAC0009,81011,1960,01,01,0.0,,Y
IDCJAC0009,81011,1960,01,02,0.0,,Y
IDCJAC0009,81011,1960,01,03,0.0,,Y
IDCJAC0009,81011,1960,01,04,9.7,1,Y
IDCJAC0009,81011,1960,01,05,0.0,,Y
IDCJAC0009,81011,1960,01,06,0.0,,Y
IDCJAC0009,81011,1960,01,07,0.0,,Y
IDCJAC0009,81011,1960,01,08,0.0,,Y
IDCJAC0009,81011,1960,01,09,28.4,1,Y
IDCJAC0009,81011,1960,01,10,0.0,,Y
IDCJAC0009,81011,1960,01,11,0.0,,Y
IDCJAC0009,81011,1960,01,12,59.4,1,Y
IDCJAC0009,81011,1960,01,13,0.0,,Y
IDCJAC0009,81011,1960,01,14,0.0,,Y
IDCJAC0009,81011,1960,01,15,0.0,,Y
IDCJAC0009,81011,1960,01,16,0.0,,Y
IDCJAC0009,81011,1960,01,17,0.0,,Y
IDCJAC0009,81011,1960,01,18,3.3,1,Y
IDCJAC0009,81011,1960,01,19,0.0,,Y
IDCJAC0009,81011,1960,01,20,0.0,,Y
IDCJAC0009,81011,1960,01,21,0.0,,Y
IDCJAC0009,81011,1960,01,22,7.6,1,Y
IDCJAC0009,81011,1960,01,23,0.0,,Y
IDCJAC0009,81011,1960,01,24,0.0,,Y
IDCJAC0009,81011,1960,01,25,0.0,,Y
IDCJAC0009,81011,1960,01,26,0.0,,Y
IDCJAC0009,81011,1960,01,27,0.0,,Y
IDCJAC0009,81011,1960,01,28,0.0,,Y
IDCJAC0009,81011,1960,01,29,0.0,,Y
IDCJAC0009,81011,1960,01,30,0.0,,Y
IDCJAC0009,81011,1960,01,31,0.0,,Y
IDCJAC0009,81011,1960,02,01,0.0,,Y
IDCJAC0009,81011,1960,02,02,5.1,1,Y
IDCJAC0009,81011,1960,02,03,0.0,,Y
IDCJAC0009,81011,1960,02,04,0.0,,Y
IDCJAC0009,81011,1960,02,05,0.0,,Y
IDCJAC0009,81011,1960,02,06,0.0,,Y
IDCJAC0009,81011,1960,02,07,0.0,,Y
IDCJAC0009,81011,1960,02,08,0.0,,Y
IDCJAC0009,81011,1960,02,09,0.0,,Y
IDCJAC0009,81011,1960,02,10,0.0,,Y
IDCJAC0009,81011,1960,02,11,0.0,,Y
IDCJAC0009,81011,1960,02,12,0.0,,Y
IDCJAC0009,81011,1960,02,13,0.0,,Y
IDCJAC0009,81011,1960,02,14,12.2,1,Y
IDCJAC0009,81011,1960,02,15,0.0,,Y
IDCJAC0009,81011,1960,02,16,0.0,,Y
IDCJAC0009,81011,1960,02,17,0.0,,Y
IDCJAC0009,81011,1960,02,18,0.0,,Y
IDCJAC0009,81011,1960,02,19,0.0,,Y
IDCJAC0009,81011,1960,02,20,0.0,,Y
IDCJAC0009,81011,1960,02,21,0.0,,Y
IDCJAC0009,81011,1960,02,22,0.0,,Y
IDCJAC0009,81011,1960,02,23,3.3,1,Y
IDCJAC0009,81011,1960,02,24,0.0,,Y
IDCJAC0009,81011,1960,02,25,0.0,,Y
IDCJAC0009,81011,1960,02,26,0.0,,Y
IDCJAC0009,81011,1960,02,27,0.0,,Y
IDCJAC0009,81011,1960,02,28,0.0,,Y
IDCJAC0009,81011,1960,02,29,0.0,,Y
IDCJAC0009,81011,1960,03,01,0.0,,Y
IDCJAC0009,81011,1960,03,02,0.0,,Y
IDCJAC0009,81011,1960,03,03,0.0,,Y
IDCJAC0009,81011,1960,03,04,0.0,,Y
IDCJAC0009,81011,1960,03,05,0.0,,Y
IDCJAC0009,81011,1960,03,06,0.0,,Y
IDCJAC0009,81011,1960,03,07,0.0,,Y
IDCJAC0009,81011,1960,03,08,0.0,,Y
IDCJAC0009,81011,1960,03,09,0.0,,Y
IDCJAC0009,81011,1960,03,10,0.0,,Y
IDCJAC0009,81011,1960,03,11,0.0,,Y
IDCJAC0009,81011,1960,03,12,0.0,,Y
IDCJAC0009,81011,1960,03,13,9.7,1,Y
IDCJAC0009,81011,1960,03,14,0.0,,Y
IDCJAC0009,81011,1960,03,15,1.8,1,Y
IDCJAC0009,81011,1960,03,16,0.0,,Y
IDCJAC0009,81011,1960,03,17,0.0,,Y
IDCJAC0009,81011,1960,03,18,3.6,1,Y
IDCJAC0009,81011,1960,03,19,0.0,,Y
IDCJAC0009,81011,1960,03,20,0.0,,Y
IDCJAC0009,81011,1960,03,21,0.0,,Y
IDCJAC0009,81011,1960,03,22,0.0,,Y
IDCJAC0009,81011,1960,03,23,0.0,,Y
IDCJAC0009,81011,1960,03,24,0.0,,Y
IDCJAC0009,81011,1960,03,25,0.0,,Y
IDCJAC0009,81011,1960,03,26,0.0,,Y
IDCJAC0009,81011,1960,03,27,0.0,,Y
IDCJAC0009,81011,1960,03,28,0.0,,Y
IDCJAC0009,81011,1960,03,29,0.0,,Y
IDCJAC0009,81011,1960,03,30,0.0,,Y
IDCJAC0009,81011,1960,03,31,0.0,,Y
IDCJAC0009,81011,1960,04,01,0.0,,Y
IDCJAC0009,81011,1960,04,02,0.0,,Y
IDCJAC0009,81011,1960,04,03,0.0,,Y
IDCJAC0009,81011,1960,04,04,0.0,,Y
IDCJAC0009,81011,1960,04,05,0.0,,Y
IDCJAC0009,81011,1960,04,06,0.0,,Y
IDCJAC0009,81011,1960,04,07,0.0,,Y
IDCJAC0009,81011,1960,04,08,0.0,,Y
IDCJAC0009,81011,1960,04,09,0.0,,Y
IDCJAC0009,81011,1960,04,10,0.0,,Y
IDCJAC0009,81011,1960,04,11,0.0,,Y
IDCJAC0009,81011,1960,04,12,0.0,,Y
IDCJAC0009,81011,1960,04,13,0.0,,Y
IDCJAC0009,81011,1960,04,14,4.6,1,Y
IDCJAC0009,81011,1960,04,15,2.0,1,Y
IDCJAC0009,81011,1960,04,16,0.0,,Y
IDCJAC0009,81011,1960,04,17,0.0,,Y
IDCJAC0009,81011,1960,04,18,0.5,1,Y
IDCJAC0009,81011,1960,04,19,0.0,,Y
IDCJAC0009,81011,1960,04,20,0.0,,Y
IDCJAC0009,81011,1960,04,21,0.0,,Y
IDCJAC0009,81011,1960,04,22,7.4,1,Y
IDCJAC0009,81011,1960,04,23,8.4,1,Y
IDCJAC0009,81011,1960,04,24,0.0,,Y
IDCJAC0009,81011,1960,04,25,0.0,,Y
IDCJAC0009,81011,1960,04,26,2.0,1,Y
IDCJAC0009,81011,1960,04,27,0.0,,Y
IDCJAC0009,81011,1960,04,28,3.0,1,Y
IDCJAC0009,81011,1960,04,29,8.9,1,Y
IDCJAC0009,81011,1960,04,30,0.0,,Y
IDCJAC0009,81011,1960,05,01,29.5,1,Y
IDCJAC0009,81011,1960,05,02,0.0,,Y
IDCJAC0009,81011,1960,05,03,0.0,,Y
IDCJAC0009,81011,1960,05,04,4.3,1,Y
IDCJAC0009,81011,1960,05,05,5.6,1,Y
IDCJAC0009,81011,1960,05,06,14.7,1,Y
IDCJAC0009,81011,1960,05,07,4.1,1,Y
IDCJAC0009,81011,1960,05,08,5.1,1,Y
IDCJAC0009,81011,1960,05,09,0.0,,Y
IDCJAC0009,81011,1960,05,10,0.0,,Y
IDCJAC0009,81011,1960,05,11,0.0,,Y
IDCJAC0009,81011,1960,05,12,3.3,1,Y
IDCJAC0009,81011,1960,05,13,1.8,1,Y
IDCJAC0009,81011,1960,05,14,0.0,,Y
IDCJAC0009,81011,1960,05,15,4.3,1,Y
IDCJAC0009,81011,1960,05,16,0.0,,Y
IDCJAC0009,81011,1960,05,17,0.0,,Y
IDCJAC0009,81011,1960,05,18,0.0,,Y
IDCJAC0009,81011,1960,05,19,0.0,,Y
IDCJAC0009,81011,1960,05,20,0.0,,Y
IDCJAC0009,81011,1960,05,21,0.0,,Y
IDCJAC0009,81011,1960,05,22,0.0,,Y
IDCJAC0009,81011,1960,05,23,0.0,,Y
IDCJAC0009,81011,1960,05,24,0.0,,Y
IDCJAC0009,81011,1960,05,25,0.0,,Y
IDCJAC0009,81011,1960,05,26,0.0,,Y
IDCJAC0009,81011,1960,05,27,0.0,,Y
IDCJAC0009,81011,1960,05,28,0.0,,Y
IDCJAC0009,81011,1960,05,29,16.8,1,Y
IDCJAC0009,81011,1960,05,30,6.6,1,Y
IDCJAC0009,81011,1960,05,31,0.0,,Y
IDCJAC0009,81011,1960,06,01,0.0,,Y
IDCJAC0009,81011,1960,06,02,0.0,,Y
IDCJAC0009,81011,1960,06,03,0.0,,Y
IDCJAC0009,81011,1960,06,04,0.0,,Y
IDCJAC0009,81011,1960,06,05,0.0,,Y
IDCJAC0009,81011,1960,06,06,0.0,,Y
IDCJAC0009,81011,1960,06,07,0.0,,Y
IDCJAC0009,81011,1960,06,08,0.0,,Y
IDCJAC0009,81011,1960,06,09,10.7,1,Y
IDCJAC0009,81011,1960,06,10,2.3,1,Y
IDCJAC0009,81011,1960,06,11,0.0,,Y
IDCJAC0009,81011,1960,06,12,0.0,,Y
